BADANIE;Jednostka;Cena
MR PLANOWE GŁ/KRG ONKO;tdzozplonsk;0
MR PLANOWE GŁ/KRG ONKO;td7szmw;0
MR PLANOWE GŁ/KRG ONKO;tworki;0
MR PLANOWE GŁ/KRG ONKO;uskbialystok;0
MR PLANOWE GŁ/KRG ONKO;uskpoznan;0
MR PLANOWE GŁ/KRG ONKO;wlodawa;0
MR PLANOWE GŁ/KRG ONKO;zambrow;0
MR PLANOWE GŁ/KRG ONKO;zgorzelec;0
MR PLANOWE GŁ/KRG ONKO;zozbiala;0
MR PLANOWE GŁ/KRG ONKO;zozswietochlowice;0
MR PLANOWE GŁ/KRG ONKO;almed;301
MR PLANOWE GŁ/KRG ONKO;dabrowatarnowska;0
MR PLANOWE GŁ/KRG ONKO;grupazdrowie;0
MR PLANOWE GŁ/KRG ONKO;komed;0
MR PLANOWE GŁ/KRG ONKO;poddebice2;0
MR PLANOWE GŁ/KRG ONKO;swp;315
MR PLANOWE GŁ/KRG ONKO;puszczykowo;315
MR PLANOWE GŁ/KRG ONKO;rodamed;209
MR PLANOWE GŁ/KRG ONKO;sm4gliwice;252
MR PLANOWE GŁ/KRG ONKO;spzozswidnica;0
MR PLANOWE GŁ/KRG ONKO;szpitaljaslo;0
MR PLANOWE GŁ/KRG ONKO;szpitalrydygier;252
MR PLANOWE GŁ/KRG ONKO;tdmilicz;0
MR PLANOWE GŁ/KRG ONKO;tdsuchab;0
MR PLANOWE GŁ/KRG ONKO;tomograf;315
MR PLANOWE GŁ/KRG ONKO;wsswroclaw;262,5
MR PLANOWE GŁ/KRG ONKO;wysmaz;250
MR PLANOWE GŁ/KRG ONKO;zozbol;289,62
MR PLANOWE GŁ/KRG ONKO;zozboleslawiec;289,62
MR PLANOWE GŁ/KRG ONKO;zozsochaczew;0
MR PLANOWE  stawy ONKO;alfasochaczew;0
MR PLANOWE  stawy ONKO;bimed;0
MR PLANOWE  stawy ONKO;diamed;0
MR PLANOWE  stawy ONKO;domchojna2;0
MR PLANOWE  stawy ONKO;domchojna;0
MR PLANOWE  stawy ONKO;gz;0
MR PLANOWE  stawy ONKO;gzplonsk;0
MR PLANOWE  stawy ONKO;gzszczecin;0
MR PLANOWE  stawy ONKO;kamienpomorski;0
MR PLANOWE  stawy ONKO;kosmowroclaw;0
MR PLANOWE  stawy ONKO;medinet;0
MR PLANOWE  stawy ONKO;nrkrakow;0
MR PLANOWE  stawy ONKO;nzozevita;0
MR PLANOWE  stawy ONKO;powiatsredzki;0
MR PLANOWE  stawy ONKO;smtorun;0
MR PLANOWE  stawy ONKO;szpitalsiemiatycze;0
MR PLANOWE  stawy ONKO;tdallmedica;0
MR PLANOWE  stawy ONKO;tdcmbatorego;0
MR PLANOWE  stawy ONKO;tdcrir;0
MR PLANOWE  stawy ONKO;tdkoszalinmswia;0
MR PLANOWE  stawy ONKO;tdorzesze;0
MR PLANOWE  stawy ONKO;tdstalowawola;0
MR PLANOWE  stawy ONKO;tdtargowek;0
MR PLANOWE  stawy ONKO;tdzozwola;0
MR PLANOWE  stawy ONKO;wegorzewo;0
MR PLANOWE  stawy ONKO;wimed;0
MR PLANOWE  stawy ONKO;wss5;0
MR PLANOWE  stawy ONKO;bialogard;0
MR PLANOWE  stawy ONKO;brodnica;0
MR PLANOWE  stawy ONKO;brzesko;0
MR PLANOWE  stawy ONKO;cobydgoszcz;0
MR PLANOWE  stawy ONKO;dcmdolmed;0
MR PLANOWE  stawy ONKO;dzierzoniow;0
MR PLANOWE  stawy ONKO;faceclinic;0
MR PLANOWE  stawy ONKO;goleniow;0
MR PLANOWE  stawy ONKO;gorlice;0
MR PLANOWE  stawy ONKO;grajewo;0
MR PLANOWE  stawy ONKO;grodzisk;0
MR PLANOWE  stawy ONKO;kartuzy;0
MR PLANOWE  stawy ONKO;klodzko;0
MR PLANOWE  stawy ONKO;lapy;0
MR PLANOWE  stawy ONKO;lubaczow;0
MR PLANOWE  stawy ONKO;mswsiedlce;0
MR PLANOWE  stawy ONKO;nml;0
MR PLANOWE  stawy ONKO;ostrow;0
MR PLANOWE  stawy ONKO;pczotwock;0
MR PLANOWE  stawy ONKO;radiomedica;0
MR PLANOWE  stawy ONKO;rybnik;0
MR PLANOWE  stawy ONKO;scanmed;0
MR PLANOWE  stawy ONKO;sokolow;0
MR PLANOWE  stawy ONKO;spbochnia;0
MR PLANOWE  stawy ONKO;spzozlezajsk;0
MR PLANOWE  stawy ONKO;spzozmc;0
MR PLANOWE  stawy ONKO;spzozturek;0
MR PLANOWE  stawy ONKO;spzzozsierpc;0
MR PLANOWE  stawy ONKO;starachowice;0
MR PLANOWE  stawy ONKO;swk;0
MR PLANOWE  stawy ONKO;szpitaldzieciecy;0
MR PLANOWE  stawy ONKO;szpitallubartow;0
MR PLANOWE  stawy ONKO;szpitalopole;0
MR PLANOWE  stawy ONKO;szpitalzakopane;0
MR PLANOWE  stawy ONKO;szpitalzawiercie;0
MR PLANOWE  stawy ONKO;tdbelzyce;0
MR PLANOWE  stawy ONKO;tdbonifratrzy;0
MR PLANOWE  stawy ONKO;tdbrodnowski;0
MR PLANOWE  stawy ONKO;tdemcpiaseczno;0
MR PLANOWE  stawy ONKO;tdgammaknife;0
MR PLANOWE  stawy ONKO;tdgniezno;0
MR PLANOWE  stawy ONKO;tdipin;0
MR PLANOWE  stawy ONKO;tdkluczbork;0
MR PLANOWE  stawy ONKO;tdkolbuszowa;0
MR PLANOWE  stawy ONKO;tdksskrakow;0
MR PLANOWE  stawy ONKO;tdneuromedyka;0
MR PLANOWE  stawy ONKO;tdnowomedica;0
MR PLANOWE  stawy ONKO;tdonkologiaradom;0
MR PLANOWE  stawy ONKO;tdparczew;0
MR PLANOWE  stawy ONKO;tdpionki;0
MR PLANOWE  stawy ONKO;tdpraski;0
MR PLANOWE  stawy ONKO;tdpoludniowy;0
MR PLANOWE  stawy ONKO;tdpyrzyce;0
MR PLANOWE  stawy ONKO;tdscanmedak5;0
MR PLANOWE  stawy ONKO;tdscanmedpila;0
MR PLANOWE  stawy ONKO;tdsmswinoujscie;0
MR PLANOWE  stawy ONKO;tdspectrum;0
MR PLANOWE  stawy ONKO;tdspzozkolo;0
MR PLANOWE  stawy ONKO;tdspzozsiedlce;0
MR PLANOWE  stawy ONKO;tdsulechowNOWY;0
MR PLANOWE  stawy ONKO;tdszpitalchelm;0
MR PLANOWE  stawy ONKO;tdszpitalkolno;0
MR PLANOWE  stawy ONKO;tdwszplock;0
MR PLANOWE  stawy ONKO;tdzoznidzica;320
MR PLANOWE  stawy ONKO;tdzozplonsk;0
MR PLANOWE  stawy ONKO;td7szmw;0
MR PLANOWE  stawy ONKO;tworki;0
MR PLANOWE  stawy ONKO;uskbialystok;0
MR PLANOWE  stawy ONKO;uskpoznan;0
MR PLANOWE  stawy ONKO;wlodawa;0
MR PLANOWE  stawy ONKO;zambrow;0
MR PLANOWE  stawy ONKO;zgorzelec;0
MR PLANOWE  stawy ONKO;zozbiala;0
MR PLANOWE  stawy ONKO;zozswietochlowice;0
MR PLANOWE  stawy ONKO;almed;364
MR PLANOWE  stawy ONKO;dabrowatarnowska;0
MR PLANOWE  stawy ONKO;grupazdrowie;0
MR PLANOWE  stawy ONKO;komed;0
MR PLANOWE  stawy ONKO;poddebice2;0
MR PLANOWE  stawy ONKO;swp;435
MR PLANOWE  stawy ONKO;puszczykowo;435
MR PLANOWE  stawy ONKO;rodamed;242
MR PLANOWE  stawy ONKO;sm4gliwice;348
MR PLANOWE  stawy ONKO;spzozswidnica;0
MR PLANOWE  stawy ONKO;szpitaljaslo;0
MR PLANOWE  stawy ONKO;szpitalrydygier;288
MR PLANOWE  stawy ONKO;tdmilicz;0
MR PLANOWE  stawy ONKO;tdsuchab;0
MR PLANOWE  stawy ONKO;tomograf;435
MR PLANOWE  stawy ONKO;wsswroclaw;325
MR PLANOWE  stawy ONKO;wysmaz;325
MR PLANOWE  stawy ONKO;zozbol;289,62
MR PLANOWE  stawy ONKO;zozboleslawiec;289,62
MR PLANOWE  stawy ONKO;zozsochaczew;0
MR PLANOWE  inne ONKO;alfasochaczew;0
MR PLANOWE  inne ONKO;bimed;0
MR PLANOWE  inne ONKO;diamed;0
MR PLANOWE  inne ONKO;domchojna2;0
MR PLANOWE  inne ONKO;domchojna;0
MR PLANOWE  inne ONKO;gz;0
MR PLANOWE  inne ONKO;gzplonsk;0
MR PLANOWE  inne ONKO;gzszczecin;0
MR PLANOWE  inne ONKO;kamienpomorski;0
MR PLANOWE  inne ONKO;kosmowroclaw;0
MR PLANOWE  inne ONKO;medinet;0
MR PLANOWE  inne ONKO;nrkrakow;0
MR PLANOWE  inne ONKO;nzozevita;0
MR PLANOWE  inne ONKO;powiatsredzki;0
MR PLANOWE  inne ONKO;smtorun;0
MR PLANOWE  inne ONKO;szpitalsiemiatycze;0
MR PLANOWE  inne ONKO;tdallmedica;0
MR PLANOWE  inne ONKO;tdcmbatorego;0
MR PLANOWE  inne ONKO;tdcrir;0
MR PLANOWE  inne ONKO;tdkoszalinmswia;0
MR PLANOWE  inne ONKO;tdorzesze;0
MR PLANOWE  inne ONKO;tdstalowawola;0
MR PLANOWE  inne ONKO;tdtargowek;0
MR PLANOWE  inne ONKO;tdzozwola;0
MR PLANOWE  inne ONKO;wegorzewo;0
MR PLANOWE  inne ONKO;wimed;0
MR PLANOWE  inne ONKO;wss5;0
MR PLANOWE  inne ONKO;bialogard;0
MR PLANOWE  inne ONKO;brodnica;0
MR PLANOWE  inne ONKO;brzesko;0
MR PLANOWE  inne ONKO;cobydgoszcz;0
MR PLANOWE  inne ONKO;dcmdolmed;0
MR PLANOWE  inne ONKO;dzierzoniow;0
MR PLANOWE  inne ONKO;faceclinic;0
MR PLANOWE  inne ONKO;goleniow;0
MR PLANOWE  inne ONKO;gorlice;0
MR PLANOWE  inne ONKO;grajewo;0
MR PLANOWE  inne ONKO;grodzisk;0
MR PLANOWE  inne ONKO;kartuzy;0
MR PLANOWE  inne ONKO;klodzko;0
MR PLANOWE  inne ONKO;lapy;0
MR PLANOWE  inne ONKO;lubaczow;0
MR PLANOWE  inne ONKO;mswsiedlce;0
MR PLANOWE  inne ONKO;nml;0
MR PLANOWE  inne ONKO;ostrow;0
MR PLANOWE  inne ONKO;pczotwock;0
MR PLANOWE  inne ONKO;radiomedica;0
MR PLANOWE  inne ONKO;rybnik;0
MR PLANOWE  inne ONKO;scanmed;0
MR PLANOWE  inne ONKO;sokolow;0
MR PLANOWE  inne ONKO;spbochnia;0
MR PLANOWE  inne ONKO;spzozlezajsk;0
MR PLANOWE  inne ONKO;spzozmc;0
MR PLANOWE  inne ONKO;spzozturek;0
MR PLANOWE  inne ONKO;spzzozsierpc;0
MR PLANOWE  inne ONKO;starachowice;0
MR PLANOWE  inne ONKO;swk;0
MR PLANOWE  inne ONKO;szpitaldzieciecy;0
MR PLANOWE  inne ONKO;szpitallubartow;0
MR PLANOWE  inne ONKO;szpitalopole;0
MR PLANOWE  inne ONKO;szpitalzakopane;0
MR PLANOWE  inne ONKO;szpitalzawiercie;0
MR PLANOWE  inne ONKO;tdbelzyce;0
MR PLANOWE  inne ONKO;tdbonifratrzy;0
MR PLANOWE  inne ONKO;tdbrodnowski;0
MR PLANOWE  inne ONKO;tdemcpiaseczno;0
MR PLANOWE  inne ONKO;tdgammaknife;0
MR PLANOWE  inne ONKO;tdgniezno;0
MR PLANOWE  inne ONKO;tdipin;0
MR PLANOWE  inne ONKO;tdkluczbork;0
MR PLANOWE  inne ONKO;tdkolbuszowa;0
MR PLANOWE  inne ONKO;tdksskrakow;0
MR PLANOWE  inne ONKO;tdneuromedyka;0
MR PLANOWE  inne ONKO;tdnowomedica;0
MR PLANOWE  inne ONKO;tdonkologiaradom;0
MR PLANOWE  inne ONKO;tdparczew;0
MR PLANOWE  inne ONKO;tdpionki;0
MR PLANOWE  inne ONKO;tdpraski;0
MR PLANOWE  inne ONKO;tdpoludniowy;0
MR PLANOWE  inne ONKO;tdpyrzyce;0
MR PLANOWE  inne ONKO;tdscanmedak5;0
MR PLANOWE  inne ONKO;tdscanmedpila;0
MR PLANOWE  inne ONKO;tdsmswinoujscie;0
MR PLANOWE  inne ONKO;tdspectrum;0
MR PLANOWE  inne ONKO;tdspzozkolo;0
MR PLANOWE  inne ONKO;tdspzozsiedlce;0
MR PLANOWE  inne ONKO;tdsulechowNOWY;0
MR PLANOWE  inne ONKO;tdszpitalchelm;0
MR PLANOWE  inne ONKO;tdszpitalkolno;0
MR PLANOWE  inne ONKO;tdwszplock;0
MR PLANOWE  inne ONKO;tdzoznidzica;320
MR PLANOWE  inne ONKO;tdzozplonsk;0
MR PLANOWE  inne ONKO;td7szmw;0
MR PLANOWE  inne ONKO;tworki;0
MR PLANOWE  inne ONKO;uskbialystok;0
MR PLANOWE  inne ONKO;uskpoznan;0
MR PLANOWE  inne ONKO;wlodawa;0
MR PLANOWE  inne ONKO;zambrow;0
MR PLANOWE  inne ONKO;zgorzelec;0
MR PLANOWE  inne ONKO;zozbiala;0
MR PLANOWE  inne ONKO;zozswietochlowice;0
MR PLANOWE  inne ONKO;almed;406
MR PLANOWE  inne ONKO;dabrowatarnowska;0
MR PLANOWE  inne ONKO;grupazdrowie;0
MR PLANOWE  inne ONKO;komed;0
MR PLANOWE  inne ONKO;poddebice2;0
MR PLANOWE  inne ONKO;swp;480
MR PLANOWE  inne ONKO;puszczykowo;480
MR PLANOWE  inne ONKO;rodamed;286
MR PLANOWE  inne ONKO;sm4gliwice;384
MR PLANOWE  inne ONKO;spzozswidnica;0
MR PLANOWE  inne ONKO;szpitaljaslo;0
MR PLANOWE  inne ONKO;szpitalrydygier;336
MR PLANOWE  inne ONKO;tdmilicz;0
MR PLANOWE  inne ONKO;tdsuchab;0
MR PLANOWE  inne ONKO;tomograf;480
MR PLANOWE  inne ONKO;wsswroclaw;362,5
MR PLANOWE  inne ONKO;wysmaz;375
MR PLANOWE  inne ONKO;zozbol;289,62
MR PLANOWE  inne ONKO;zozboleslawiec;289,62
MR PLANOWE  inne ONKO;zozsochaczew;0
MR PILNE GŁ/KRG ONKO;alfasochaczew;0
MR PILNE GŁ/KRG ONKO;bimed;0
MR PILNE GŁ/KRG ONKO;diamed;0
MR PILNE GŁ/KRG ONKO;domchojna2;0
MR PILNE GŁ/KRG ONKO;domchojna;0
MR PILNE GŁ/KRG ONKO;gz;0
MR PILNE GŁ/KRG ONKO;gzplonsk;0
MR PILNE GŁ/KRG ONKO;gzszczecin;0
MR PILNE GŁ/KRG ONKO;kamienpomorski;0
MR PILNE GŁ/KRG ONKO;kosmowroclaw;0
MR PILNE GŁ/KRG ONKO;medinet;0
MR PILNE GŁ/KRG ONKO;nrkrakow;0
MR PILNE GŁ/KRG ONKO;nzozevita;0
MR PILNE GŁ/KRG ONKO;powiatsredzki;0
MR PILNE GŁ/KRG ONKO;smtorun;0
MR PILNE GŁ/KRG ONKO;szpitalsiemiatycze;0
MR PILNE GŁ/KRG ONKO;tdallmedica;0
MR PILNE GŁ/KRG ONKO;tdcmbatorego;0
MR PILNE GŁ/KRG ONKO;tdcrir;0
MR PILNE GŁ/KRG ONKO;tdkoszalinmswia;0
MR PILNE GŁ/KRG ONKO;tdorzesze;0
MR PILNE GŁ/KRG ONKO;tdstalowawola;0
MR PILNE GŁ/KRG ONKO;tdtargowek;0
MR PILNE GŁ/KRG ONKO;tdzozwola;0
MR PILNE GŁ/KRG ONKO;wegorzewo;0
MR PILNE GŁ/KRG ONKO;wimed;0
MR PILNE GŁ/KRG ONKO;wss5;0
MR PILNE GŁ/KRG ONKO;bialogard;0
MR PILNE GŁ/KRG ONKO;brodnica;0
MR PILNE GŁ/KRG ONKO;brzesko;0
MR PILNE GŁ/KRG ONKO;cobydgoszcz;0
MR PILNE GŁ/KRG ONKO;dcmdolmed;0
MR PILNE GŁ/KRG ONKO;dzierzoniow;0
MR PILNE GŁ/KRG ONKO;faceclinic;0
MR PILNE GŁ/KRG ONKO;goleniow;0
MR PILNE GŁ/KRG ONKO;gorlice;0
MR PILNE GŁ/KRG ONKO;grajewo;0
MR PILNE GŁ/KRG ONKO;grodzisk;0
MR PILNE GŁ/KRG ONKO;kartuzy;0
MR PILNE GŁ/KRG ONKO;klodzko;0
MR PILNE GŁ/KRG ONKO;lapy;0
MR PILNE GŁ/KRG ONKO;lubaczow;0
MR PILNE GŁ/KRG ONKO;mswsiedlce;0
MR PILNE GŁ/KRG ONKO;nml;0
MR PILNE GŁ/KRG ONKO;ostrow;0
MR PILNE GŁ/KRG ONKO;pczotwock;0
MR PILNE GŁ/KRG ONKO;radiomedica;0
MR PILNE GŁ/KRG ONKO;rybnik;0
MR PILNE GŁ/KRG ONKO;scanmed;0
MR PILNE GŁ/KRG ONKO;sokolow;0
MR PILNE GŁ/KRG ONKO;spbochnia;0
MR PILNE GŁ/KRG ONKO;spzozlezajsk;0
MR PILNE GŁ/KRG ONKO;spzozmc;0
MR PILNE GŁ/KRG ONKO;spzozturek;0
MR PILNE GŁ/KRG ONKO;spzzozsierpc;0
MR PILNE GŁ/KRG ONKO;starachowice;0
MR PILNE GŁ/KRG ONKO;swk;0
MR PILNE GŁ/KRG ONKO;szpitaldzieciecy;0
MR PILNE GŁ/KRG ONKO;szpitallubartow;0
MR PILNE GŁ/KRG ONKO;szpitalopole;0
MR PILNE GŁ/KRG ONKO;szpitalzakopane;0
MR PILNE GŁ/KRG ONKO;szpitalzawiercie;0
MR PILNE GŁ/KRG ONKO;tdbelzyce;0
MR PILNE GŁ/KRG ONKO;tdbonifratrzy;0
MR PILNE GŁ/KRG ONKO;tdbrodnowski;0
MR PILNE GŁ/KRG ONKO;tdemcpiaseczno;0
MR PILNE GŁ/KRG ONKO;tdgammaknife;0
MR PILNE GŁ/KRG ONKO;tdgniezno;0
MR PILNE GŁ/KRG ONKO;tdipin;0
MR PILNE GŁ/KRG ONKO;tdkluczbork;0
MR PILNE GŁ/KRG ONKO;tdkolbuszowa;0
MR PILNE GŁ/KRG ONKO;tdksskrakow;0
MR PILNE GŁ/KRG ONKO;tdneuromedyka;0
MR PILNE GŁ/KRG ONKO;tdnowomedica;0
MR PILNE GŁ/KRG ONKO;tdonkologiaradom;0
MR PILNE GŁ/KRG ONKO;tdparczew;0
MR PILNE GŁ/KRG ONKO;tdpionki;0
MR PILNE GŁ/KRG ONKO;tdpraski;0
MR PILNE GŁ/KRG ONKO;tdpoludniowy;0
MR PILNE GŁ/KRG ONKO;tdpyrzyce;0
MR PILNE GŁ/KRG ONKO;tdscanmedak5;0
MR PILNE GŁ/KRG ONKO;tdscanmedpila;0
MR PILNE GŁ/KRG ONKO;tdsmswinoujscie;0
MR PILNE GŁ/KRG ONKO;tdspectrum;0
MR PILNE GŁ/KRG ONKO;tdspzozkolo;0
MR PILNE GŁ/KRG ONKO;tdspzozsiedlce;0
MR PILNE GŁ/KRG ONKO;tdsulechowNOWY;0
MR PILNE GŁ/KRG ONKO;tdszpitalchelm;0
MR PILNE GŁ/KRG ONKO;tdszpitalkolno;0
MR PILNE GŁ/KRG ONKO;tdwszplock;0
MR PILNE GŁ/KRG ONKO;tdzoznidzica;0
MR PILNE GŁ/KRG ONKO;tdzozplonsk;0
MR PILNE GŁ/KRG ONKO;td7szmw;0
MR PILNE GŁ/KRG ONKO;tworki;0
MR PILNE GŁ/KRG ONKO;uskbialystok;0
MR PILNE GŁ/KRG ONKO;uskpoznan;0
MR PILNE GŁ/KRG ONKO;wlodawa;0
MR PILNE GŁ/KRG ONKO;zambrow;0
MR PILNE GŁ/KRG ONKO;zgorzelec;0
MR PILNE GŁ/KRG ONKO;zozbiala;0
MR PILNE GŁ/KRG ONKO;zozswietochlowice;0
MR PILNE GŁ/KRG ONKO;almed;0
MR PILNE GŁ/KRG ONKO;dabrowatarnowska;0
MR PILNE GŁ/KRG ONKO;grupazdrowie;0
MR PILNE GŁ/KRG ONKO;komed;0
MR PILNE GŁ/KRG ONKO;poddebice2;0
MR PILNE GŁ/KRG ONKO;swp;375
MR PILNE GŁ/KRG ONKO;puszczykowo;375
MR PILNE GŁ/KRG ONKO;rodamed;231
MR PILNE GŁ/KRG ONKO;sm4gliwice;264
MR PILNE GŁ/KRG ONKO;spzozswidnica;0
MR PILNE GŁ/KRG ONKO;szpitaljaslo;0
MR PILNE GŁ/KRG ONKO;szpitalrydygier;0
MR PILNE GŁ/KRG ONKO;tdmilicz;0
MR PILNE GŁ/KRG ONKO;tdsuchab;0
MR PILNE GŁ/KRG ONKO;tomograf;375
MR PILNE GŁ/KRG ONKO;wsswroclaw;0
MR PILNE GŁ/KRG ONKO;wysmaz;300
MR PILNE GŁ/KRG ONKO;zozbol;343,62
MR PILNE GŁ/KRG ONKO;zozboleslawiec;343,62
MR PILNE GŁ/KRG ONKO;zozsochaczew;0
MR PILNE stawy ONKO;alfasochaczew;0
MR PILNE stawy ONKO;bimed;0
MR PILNE stawy ONKO;diamed;0
MR PILNE stawy ONKO;domchojna2;0
MR PILNE stawy ONKO;domchojna;0
MR PILNE stawy ONKO;gz;0
MR PILNE stawy ONKO;gzplonsk;0
MR PILNE stawy ONKO;gzszczecin;0
MR PILNE stawy ONKO;kamienpomorski;0
MR PILNE stawy ONKO;kosmowroclaw;0
MR PILNE stawy ONKO;medinet;0
MR PILNE stawy ONKO;nrkrakow;0
MR PILNE stawy ONKO;nzozevita;0
MR PILNE stawy ONKO;powiatsredzki;0
MR PILNE stawy ONKO;smtorun;0
MR PILNE stawy ONKO;szpitalsiemiatycze;0
MR PILNE stawy ONKO;tdallmedica;0
MR PILNE stawy ONKO;tdcmbatorego;0
MR PILNE stawy ONKO;tdcrir;0
MR PILNE stawy ONKO;tdkoszalinmswia;0
MR PILNE stawy ONKO;tdorzesze;0
MR PILNE stawy ONKO;tdstalowawola;0
MR PILNE stawy ONKO;tdtargowek;0
MR PILNE stawy ONKO;wegorzewo;0
MR PILNE stawy ONKO;wimed;0
MR PILNE stawy ONKO;wss5;0
MR PILNE stawy ONKO;bialogard;0
MR PILNE stawy ONKO;brodnica;0
MR PILNE stawy ONKO;brzesko;0
MR PILNE stawy ONKO;cobydgoszcz;0
MR PILNE stawy ONKO;dcmdolmed;0
MR PILNE stawy ONKO;dzierzoniow;0
MR PILNE stawy ONKO;faceclinic;0
MR PILNE stawy ONKO;goleniow;0
MR PILNE stawy ONKO;gorlice;0
MR PILNE stawy ONKO;grajewo;0
MR PILNE stawy ONKO;grodzisk;0
MR PILNE stawy ONKO;kartuzy;0
MR PILNE stawy ONKO;klodzko;0
MR PILNE stawy ONKO;lapy;0
MR PILNE stawy ONKO;lubaczow;0
MR PILNE stawy ONKO;mswsiedlce;0
MR PILNE stawy ONKO;nml;0
MR PILNE stawy ONKO;ostrow;0
MR PILNE stawy ONKO;pczotwock;0
MR PILNE stawy ONKO;radiomedica;0
MR PILNE stawy ONKO;rybnik;0
MR PILNE stawy ONKO;scanmed;0
MR PILNE stawy ONKO;sokolow;0
MR PILNE stawy ONKO;spbochnia;0
MR PILNE stawy ONKO;spzozlezajsk;0
MR PILNE stawy ONKO;spzozmc;0
MR PILNE stawy ONKO;spzozturek;0
MR PILNE stawy ONKO;spzzozsierpc;0
MR PILNE stawy ONKO;starachowice;0
MR PILNE stawy ONKO;swk;0
MR PILNE stawy ONKO;szpitaldzieciecy;0
MR PILNE stawy ONKO;szpitallubartow;0
MR PILNE stawy ONKO;szpitalopole;0
MR PILNE stawy ONKO;szpitalzakopane;0
MR PILNE stawy ONKO;szpitalzawiercie;0
MR PILNE stawy ONKO;tdbelzyce;0
MR PILNE stawy ONKO;tdbonifratrzy;0
MR PILNE stawy ONKO;tdbrodnowski;0
MR PILNE stawy ONKO;tdemcpiaseczno;0
MR PILNE stawy ONKO;tdgammaknife;0
MR PILNE stawy ONKO;tdgniezno;0
MR PILNE stawy ONKO;tdipin;0
MR PILNE stawy ONKO;tdkluczbork;0
MR PILNE stawy ONKO;tdkolbuszowa;0
MR PILNE stawy ONKO;tdksskrakow;0
MR PILNE stawy ONKO;tdneuromedyka;0
MR PILNE stawy ONKO;tdnowomedica;0
MR PILNE stawy ONKO;tdonkologiaradom;0
MR PILNE stawy ONKO;tdparczew;0
MR PILNE stawy ONKO;tdpionki;0
MR PILNE stawy ONKO;tdpraski;0
MR PILNE stawy ONKO;tdpoludniowy;0
MR PILNE stawy ONKO;tdpyrzyce;0
MR PILNE stawy ONKO;tdscanmedak5;0
MR PILNE stawy ONKO;tdscanmedpila;0
MR PILNE stawy ONKO;tdsmswinoujscie;0
MR PILNE stawy ONKO;tdspectrum;0
MR PILNE stawy ONKO;tdspzozkolo;0
MR PILNE stawy ONKO;tdspzozsiedlce;0
MR PILNE stawy ONKO;tdsulechowNOWY;0
MR PILNE stawy ONKO;tdszpitalchelm;0
MR PILNE stawy ONKO;tdszpitalkolno;0
MR PILNE stawy ONKO;tdwszplock;0
MR PILNE stawy ONKO;tdzoznidzica;0
MR PILNE stawy ONKO;tdzozplonsk;0
MR PILNE stawy ONKO;td7szmw;0
MR PILNE stawy ONKO;tworki;0
MR PILNE stawy ONKO;uskbialystok;0
MR PILNE stawy ONKO;uskpoznan;0
MR PILNE stawy ONKO;wlodawa;0
MR PILNE stawy ONKO;zambrow;0
MR PILNE stawy ONKO;zgorzelec;0
MR PILNE stawy ONKO;zozbiala;0
MR PILNE stawy ONKO;zozswietochlowice;0
MR PILNE stawy ONKO;almed;0
MR PILNE stawy ONKO;dabrowatarnowska;0
MR PILNE stawy ONKO;grupazdrowie;0
MR PILNE stawy ONKO;komed;0
MR PILNE stawy ONKO;poddebice2;0
MR PILNE stawy ONKO;swp;480
MR PILNE stawy ONKO;puszczykowo;480
MR PILNE stawy ONKO;rodamed;264
MR PILNE stawy ONKO;sm4gliwice;372
MR PILNE stawy ONKO;spzozswidnica;0
MR PILNE stawy ONKO;szpitaljaslo;0
MR PILNE stawy ONKO;szpitalrydygier;0
MR PILNE stawy ONKO;tdmilicz;0
MR PILNE stawy ONKO;tdsuchab;0
MR PILNE stawy ONKO;tomograf;480
MR PILNE stawy ONKO;wsswroclaw;0
MR PILNE stawy ONKO;wysmaz;350
MR PILNE stawy ONKO;zozbol;343,62
MR PILNE stawy ONKO;zozboleslawiec;343,62
MR PILNE stawy ONKO;zozsochaczew;0
MR PILNE inne ONKO;alfasochaczew;0
MR PILNE inne ONKO;bimed;0
MR PILNE inne ONKO;diamed;0
MR PILNE inne ONKO;domchojna2;0
MR PILNE inne ONKO;domchojna;0
MR PILNE inne ONKO;gz;0
MR PILNE inne ONKO;gzplonsk;0
MR PILNE inne ONKO;gzszczecin;0
MR PILNE inne ONKO;kamienpomorski;0
MR PILNE inne ONKO;kosmowroclaw;0
MR PILNE inne ONKO;medinet;0
MR PILNE inne ONKO;nrkrakow;0
MR PILNE inne ONKO;nzozevita;0
MR PILNE inne ONKO;powiatsredzki;0
MR PILNE inne ONKO;smtorun;0
MR PILNE inne ONKO;szpitalsiemiatycze;0
MR PILNE inne ONKO;tdallmedica;0
MR PILNE inne ONKO;tdcmbatorego;0
MR PILNE inne ONKO;tdcrir;0
MR PILNE inne ONKO;tdkoszalinmswia;0
MR PILNE inne ONKO;tdorzesze;0
MR PILNE inne ONKO;tdstalowawola;0
MR PILNE inne ONKO;tdtargowek;0
MR PILNE inne ONKO;tdzozwola;0
MR PILNE inne ONKO;wegorzewo;0
MR PILNE inne ONKO;wimed;0
MR PILNE inne ONKO;wss5;0
MR PILNE inne ONKO;bialogard;0
MR PILNE inne ONKO;brodnica;0
MR PILNE inne ONKO;brzesko;0
MR PILNE inne ONKO;cobydgoszcz;0
MR PILNE inne ONKO;dcmdolmed;0
MR PILNE inne ONKO;dzierzoniow;0
MR PILNE inne ONKO;faceclinic;0
